video_id,title,description,comment,published_at,author_display_name,comment_like_count,comment_count,video_dislike_count,video_favourite_count,video_like_count,video_view_count,channel_subscriber_count
tiZM96qLWlg,Data Structures: Implementation of Stack using Array | Lec-2 | Prof. Kamal Ghanshala | Graphic Era,"A stack is a linear #datastructure that serves as a collection of elements or a container of objects that are inserted and removed according to the last-in-first-out (LIFO) or first-in-last-out (FILO) principle. A Stack constitutes of 2 principal operations: push, which adds an element to the collection, and pop, which removes the most recently added element that was not yet removed.

This lecture throws light upon the operations, applications, time complexities, and the array-based implementation of a stack, with enriching examples to support the same! 

Data structures and algorithms play a major role in implementing software and in the hiring process as well. It is one of the most essential subjects for an aspiring software engineer. 

This lecture is an illuminating introduction to the implementation of Stacks using an array, by Prof. Kamal Ghanshala, Hon’ble Founder President, Graphic Era Group of Institutions, who has decided to lead the charge in the online education paradigm for Graphic Era, by stepping up and taking the lead in delivering top-notch lectures every day through digital mediums.

He is a professor in Computer Science with unparalleled excellence and has been teaching Data Structures and Advanced Data Structures to the students, in direct classroom sessions for decades. After founding the immensely reputed #GraphicEra Group of Institutions 27 Years ago, he has continued his passion for teaching and still teaches every single day.

For more lectures on Data Structure,  Advanced Data Structures and Algorithms, along with Programs related to these topics, please subscribe and press the bell icon, and also view the lectures in his lecture playlist by clicking on the link below:  https://www.youtube.com/playlist?list=PLNqfpBj18rUbxhl2vGXnk_kjosgVLBdMq
.
.
#arrayindatastructure #arrays #whatisarray
#computerscience #it #notes #tutorials #engineering #sortingalgorithms #introductiontoarray #array #stack #queue #linkedlist #GATE #informationtechnology #array #operations #memory #representationofarray #algorithms #graphicera #withgraphicera #graphicerauniversity #onlinelectures #onlinelecturesonds #onlinelecturesondatastructures 

Website: www.geu.ac.in | www.gehu.ac.in 

Apply Now!!

Online Admission Counseling - 07 August 2020
Register Now: https://counseling.geu.ac.in


Graphic Era Deemed to be University @ https://www.geu.ac.in/content/geu/en/...
Graphic Era Hill University @ https://www.gehu.ac.in/content/gehu/e...


Toll Free Number: 1800 270 1280 | 1800 18000 14/15 | 1800 890 6027
WhatsApp Number: +91 74568 03478


Graphic Era Deemed to be University 
Facebook: https://www.facebook.com/GEUOfficial
Instagram: https://www.instagram.com/geuofficial
LinkedIn: https://www.linkedin.com/school/graph...
Twitter: https://twitter.com/GEU_Official
Virtual Tour: https://tour.geu.ac.in


Graphic Era Hill University
Facebook: https://www.facebook.com/gehu.official
Instagram: https://www.instagram.com/graphicerah...
LinkedIn: https://www.linkedin.com/company/grap...
Twitter: https://twitter.com/graphicerahill1
YouTube: https://www.youtube.com/user/GEHUDehr...
Virtual Tour: https://tour.gehu.ac.in","Name: AYTIJHA CHAKRABORTY
Student ID: 19011511
BTech (Sem 3)
Section K",2020-08-02T06:42:15Z,Aytijha Chakraborty,0,152,13,0,286,6312,9800
kFiGp9Jn-Ac,Graphic Era | Media Coverage | News Today Network,"He who opens a school creates a lifetime of opportunities for thousands of students. 

“Education is the passport to the future, for tomorrow belongs to those who prepare for it today.” - Malcolm X

#GraphicEra Educational Society has commenced their 4th campus in the region at Haldwani, the mesmerizing gateway to Kumaon. 

Graphic Era Hill University #Haldwani is situated in the vibrant and largest commercial market of the state, and is a wonderful fusion of the bliss and charm of Mother Nature. Studying in this hidden paradise of #Uttarakhand is no less than a life-altering experience. 

Prof. Kamal Ghanshala, Hon'ble Founder President, Graphic Era Group of Institutions states that he strives to nurture the minds of the youth to become 'Job Creators', and not just mere seekers of employment. 

Source: https://youtu.be/KLkLHj_nty0
.
.
#withgraphicera #newstodaynetwork #graphicera #graphicerahilluniversity 
#gehuhaldwani #gehudehradun #gehubhimtal #geudehradun #mediacoverage #top100uni #highestrankeduniversity #top100universityinindia #uttarakhanduniversity #nirf2020 #rankings 
#newcampus #jobcreators #youth #employment #uttarakhandinstitues 
#campusnews #uttarakhandnews #kumaon #universityinhaldwani 
#universityindehradun #universityinbhimtal #highereducationinuttarakhand #highereducation #highereducationindehradun #highereducationinbhimtal 
#highereducationinhaldwani #highereducationinindia #qualityhighereducation #neweducationpolicy #technologyeducation 
#engineeringuniversityinuttarakahand #bestuniversityinindia #bestuniversityinuttarakhand #bestuniversityindehradun #bestuniversityinbhimtal #bestuniversityinhaldwani #universityinkumaon

Website: www.geu.ac.in | www.gehu.ac.in 

Apply Now!!


Graphic Era Deemed to be University @ https://www.geu.ac.in/content/geu/en/...
Graphic Era Hill University @ https://www.gehu.ac.in/content/gehu/e...


Toll Free Number: 1800 270 1280 | 1800 18000 14/15
WhatsApp Number: +91 74568 03478


Graphic Era Deemed to be University 
Facebook: https://www.facebook.com/GEUOfficial
Instagram: https://www.instagram.com/geuofficial
LinkedIn: https://www.linkedin.com/school/graph...
Twitter: https://twitter.com/GEU_Official
Virtual Tour: https://tour.geu.ac.in


Graphic Era Hill University
Facebook: https://www.facebook.com/gehu.official
Instagram: https://www.instagram.com/graphicerah...
LinkedIn: https://www.linkedin.com/company/grap...
Twitter: https://twitter.com/graphicerahill1
YouTube: https://www.youtube.com/user/GEHUDehr...
Virtual Tour: https://tour.gehu.ac.in","Name: AYTIJHA CHAKRABORTY
Student ID: 19011511
BTech (Sem 3)
Section K",2020-08-02T04:57:44Z,Aytijha Chakraborty,0,0,4,0,92,1647,9800
tUUQ-LhVfsk,Introduction to Data Structures & its classification | Lec-1 | Prof. Kamal Ghanshala | Graphic Era,"An Introduction to #DataStructures and #Algorithms

Every program is built upon the foundation of two things: Data and Algorithms. An algorithm describes the method by which the data is to be transformed. 

Data structures and algorithms play a major role in implementing software and in the hiring process as well. It is one of the most essential subjects for an aspiring software engineer. 

Data structure and algorithms help in understanding the nature of any problem, however complex, at a deeper level and thereby provide a better understanding of the world.

This lecture is a thoroughly illuminating introduction to Data Structures, by Prof. Kamal Ghanshala, Hon’ble Founder President, Graphic Era Group of Institutions, who has decided to lead the charge in the online education paradigm for Graphic Era, by stepping up and taking the lead in delivering top-notch lectures every day through digital mediums.

He is a professor in Computer Science with unparalleled excellence and has been teaching Data Structures and Advanced Data Structures to the students, in direct classroom sessions for decades. After founding the immensely reputed #GraphicEra Group of Institutions 27 Years ago, he has continued his passion for teaching and still teaches every single day.

For more lectures on Data Structure,  Advanced Data Structures and Algorithms, along with Programs related to these topics, please subscribe and press the bell icon, and also view the lectures in his lecture playlist by clicking on the link below: https://www.youtube.com/playlist?list=PLNqfpBj18rUbxhl2vGXnk_kjosgVLBdMq
.
.
#arrayindatastructure #arrays #whatisarray
#computerscience #it #notes #tutorials #engineering #sortingalgorithms #introductiontoarray #array #stack #queue #linkedlist #GATE #informationtechnology #array #operations #memory #representationofarray #algorithms #graphicera #withgraphicera #graphicerauniversity #onlinelectures #onlinelecturesonds #onlinelecturesondatastructures 

Website: www.geu.ac.in | www.gehu.ac.in 

Apply Now!!

Online Admission Counseling - 07 August 2020
Register Now: https://counseling.geu.ac.in


Graphic Era Deemed to be University @ https://www.geu.ac.in/content/geu/en/...
Graphic Era Hill University @ https://www.gehu.ac.in/content/gehu/e...


Toll Free Number: 1800 270 1280 | 1800 18000 14/15 | 1800 890 6027
WhatsApp Number: +91 74568 03478


Graphic Era Deemed to be University 
Facebook: https://www.facebook.com/GEUOfficial
Instagram: https://www.instagram.com/geuofficial
LinkedIn: https://www.linkedin.com/school/graph...
Twitter: https://twitter.com/GEU_Official
Virtual Tour: https://tour.geu.ac.in


Graphic Era Hill University
Facebook: https://www.facebook.com/gehu.official
Instagram: https://www.instagram.com/graphicerah...
LinkedIn: https://www.linkedin.com/company/grap...
Twitter: https://twitter.com/graphicerahill1
YouTube: https://www.youtube.com/user/GEHUDehr...
Virtual Tour: https://tour.gehu.ac.in","Name-Sanchi sharma
Section-F
Studentid-19012796
Rollno-29",2020-07-27T08:34:12Z,Sanchi Sharma,0,168,21,0,439,7870,9800
xAtj_WUeBRU,Quarantine Jig | Online Dance Competition | Student Life | Graphic Era,"Quarantine Jig - An online dance competition organized by #GraphicEra
Now here's intense competition for YOU to beat! Do you think you could? 
Such an enthralling video shared by Anshuman ( @lensingtheworld ) and Vijay (@vj_uk_artist ) as their submission for #QuarantineJig! 
Let's all show them some love and appreciation! 
Don't forget to share your own dance videos... bring in your friends and family and shake a leg!
#StudentLifeatGraphicEra 
.
.
#jig #popping #dance #hiphop #dancer #streetdance #locking #freestyle #hiphopdance #dancelife #dancing #poppingdance #dancers #music #waving #tutting #breaking #krump #popper #funk #boogaloo #jigging #house #hiphopculture #breakdance #withgraphicera #musiconly #covermusic #drakeshotlinebling #jamming 
#youtube #youtuber #instagrammusic #music #like #follow #youtubers #spotify #video #youtubechannel #subscribe  #explorepage #instagood #facebook #hiphop  #viral #likeforlikes #bhfyp

Website: www.geu.ac.in | www.gehu.ac.in 

Apply Now!!


Graphic Era Deemed to be University @ https://www.geu.ac.in/content/geu/en/...
Graphic Era Hill University @ https://www.gehu.ac.in/content/gehu/e...


Toll Free Number: 1800 270 1280 | 1800 18000 14/15
WhatsApp Number: +91 74568 03478


Graphic Era Deemed to be University 
Facebook: https://www.facebook.com/GEUOfficial
Instagram: https://www.instagram.com/geuofficial
LinkedIn: https://www.linkedin.com/school/graph...
Twitter: https://twitter.com/GEU_Official
Virtual Tour: https://tour.geu.ac.in


Graphic Era Hill University
Facebook: https://www.facebook.com/gehu.official
Instagram: https://www.instagram.com/graphicerah...
LinkedIn: https://www.linkedin.com/company/grap...
Twitter: https://twitter.com/graphicerahill1
YouTube: https://www.youtube.com/user/GEHUDehr...
Virtual Tour: https://tour.gehu.ac.in","Bro I need your mobile no.
Please my WhatsApp no. is 8168764391
Bro please help me for my carrer",2020-07-19T06:20:27Z,HOUSE OF CINEMA,0,1,6,0,25,576,9800
Kd3NO1uQzGE,"Highest Package 2020 | Adobe Placements | Amisha Agarwal | Graphic Era Deemed to be University,","The road to success isn't easy. There will be struggles, obstacles, failures, and uncertainties. 

However, how you choose to overcome challenges and strive to attain your goals is what defines you. 

Let's watch the story of Ms. Amisha Agarwal, BTech CS, Batch of 2020, #GraphicEra Deemed to be University, Dehradun, and how she bagged a coveted package of Rs. 43.95 Lakhs and got #placement at #Adobe Inc.
.
.
#withgraphicera #graphicera #adobeplacements2020 #adobe2020 #highestpackage #highereducation #transformingdreamsintoreality #nirf2020rankings #bacheloroftechnology #btech #computersciencedegree #bestcollegeindehradun #highereducationindehradun #qualityhighereducationindehradun #gettheedge #studywiththebest #dehradununiversity #top100universityindia #engineering #engineeringstudent #bhyfp #youtube #trending #graphiceraplacements2020 #studentsatgraphicera

Website: www.geu.ac.in | www.gehu.ac.in 

Apply Now!!


Graphic Era Deemed to be University @ https://www.geu.ac.in/content/geu/en/...
Graphic Era Hill University @ https://www.gehu.ac.in/content/gehu/e...


Toll Free Number: 1800 270 1280 | 1800 18000 14/15
WhatsApp Number: +91 74568 03478


Graphic Era Deemed to be University 
Facebook: https://www.facebook.com/GEUOfficial
Instagram: https://www.instagram.com/geuofficial
LinkedIn: https://www.linkedin.com/school/graph...
Twitter: https://twitter.com/GEU_Official
Virtual Tour: https://tour.geu.ac.in


Graphic Era Hill University
Facebook: https://www.facebook.com/gehu.official
Instagram: https://www.instagram.com/graphicerah...
LinkedIn: https://www.linkedin.com/company/grap...
Twitter: https://twitter.com/graphicerahill1
YouTube: https://www.youtube.com/user/GEHUDehr...
Virtual Tour: https://tour.gehu.ac.in","Bro just me about the placement 
How much students got placement like out of 100%",2020-07-17T20:54:51Z,HOUSE OF CINEMA,2,4,15,0,236,12604,9800
F2SpRh0tBjg,Drake - Hotline Bling (Cover) | Quarantine Jam | Graphic Era,"What's the only thing better than singing? Singing #Hotlinebling  
Presenting the submission of @vivasvanvashisth B.Tech CSE, Batch of 2019! So exciting to see our students churn out their own creative covers of popular songs! Kudos to you, Vivasan! 
Songs covered under online activity #QuarantineJam
.
#Drake would be proud of this! 
Let us know what you think about it, in the comments!
.
.
#withgraphicera #musiconly #covermusic #drakeshotlinebling #jamming 
#youtube #youtuber #instagrammusic #music #like #follow #youtubers #spotify #video #youtubechannel #subscribe  #explorepage #instagood #facebook #hiphop  #viral #likeforlikes #bhfyp

Website: www.geu.ac.in | www.gehu.ac.in 

Apply Now!!


Graphic Era Deemed to be University @ https://www.geu.ac.in/content/geu/en/...
Graphic Era Hill University @ https://www.gehu.ac.in/content/gehu/e...


Toll Free Number: 1800 270 1280 | 1800 18000 14/15
WhatsApp Number: +91 74568 03478


Graphic Era Deemed to be University 
Facebook: https://www.facebook.com/GEUOfficial
Instagram: https://www.instagram.com/geuofficial
LinkedIn: https://www.linkedin.com/school/graph...
Twitter: https://twitter.com/GEU_Official
Virtual Tour: https://tour.geu.ac.in


Graphic Era Hill University
Facebook: https://www.facebook.com/gehu.official
Instagram: https://www.instagram.com/graphicerah...
LinkedIn: https://www.linkedin.com/company/grap...
Twitter: https://twitter.com/graphicerahill1
YouTube: https://www.youtube.com/user/GEHUDehr...
Virtual Tour: https://tour.gehu.ac.in","Bro just me about the placement 
How much students got placement like out of 100%",2020-07-17T05:19:52Z,HOUSE OF CINEMA,2,0,1,0,30,656,9800
formX9y6oh0,"Graphic Era Deemed to be University | Career Guidance Webinar - 27 June, 2020","We know times are rough. As excited as you were to venture into the next phases of your life, the uncertainty and the wait is certainly a challenge. But we want you to know that we’re here for you! We believe each one of you has the potential to make the best of this difficult lockdown period, and arise as learned, informed young individuals. 

Graphic Era has been relentlessly organizing illuminating webinars to help young aspirants around the country. This webinar is tailored to enlighten the students who dream to make a name in the Hospitality and Tourism industry. 

"" Working in Hospitality is not a job, but a lifestyle. Passion and genuine interests are crucial components for success in this industry"" - Drew Fransen

#HotelManagement and Hospitality is a field for the adventurous, confident, and empathetic. It's an industry that requires aspirants to be diligent, compassionate, and team players. 

Today, the country demands smart and skilled professionals owing to the escalating demand within the hotel, hospitality, and tourism industry. Chef Sathiyanandhan rightly states, ""The foundation of tomorrow lies in the service of the hospitality industry"". 

Hospitality is an integral part of the Tourism industry, and according to the World Travel and Tourism Council, the travel and tourism industry contributed a whopping €7.9 trillion to the global economy in 2018 hence generating 319 million jobs worldwide! 

So here's a #careerguidancewebinar for the aspirants of the dynamic field of Hotel Management and Hospitality, conducted by Prof. RC Pandey, Dean, Hospitality Management, and Mr. Amar Prakash Dabral, HOD, Hospitality Management, Graphic Era Deemed to be University.

With over 35 years of experience in the field of Hospitality Education, Prof. RC Pandey is an expert member of the prestigious AICTE and NBA councils, and an integral member of Star Classification Committee for Hotels, under the Ministry of Tourism, Govt. of India. Mr. Amar Has had over a decade of experience in the Operations Unit of the Hotel industry and has also been an essential part of the eminent Starwoods Hotels Worldwide as an Assistant Food and Beverage manager. 

This is a great opportunity for all aspirants of the Hospitality Industry. Watch to know how GEU is doing its bit to help the Tourism and Hospitality departments of Uttarakhand. Join us and learn from the absolute best! 

Get to know how #GraphicEra can help boost your career and help you explore your potential and passion. 

We welcome you to this enriching and thoroughly informative forum and look forward to your active participation.


Website: www.geu.ac.in | www.gehu.ac.in 

Apply Now!!


Graphic Era Deemed to be University @ https://www.geu.ac.in/content/geu/en/... 
Graphic Era Hill University @ https://www.gehu.ac.in/content/gehu/e...


Toll Free Number: 1800 270 1280 | 1800 18000 14/15
WhatsApp Number: +91 74568 03478


Graphic Era Deemed to be University 
Facebook: https://www.facebook.com/GEUOfficial
Instagram: https://www.instagram.com/geuofficial
LinkedIn: https://www.linkedin.com/school/graph...
Twitter: https://twitter.com/GEU_Official
Virtual Tour: https://tour.geu.ac.in


Graphic Era Hill University
Facebook: https://www.facebook.com/gehu.official
Instagram: https://www.instagram.com/graphicerah...
LinkedIn: https://www.linkedin.com/company/grap...
Twitter: https://twitter.com/graphicerahill1
YouTube: https://www.youtube.com/user/GEHUDehr...
Virtual Tour: https://tour.gehu.ac.in


#webinar  #online #study  #seminar  #webinars  #education #training   #stayhome #seminaronline #learning #onlinetraining #elearning #careerguidance #careerguidancewebinar #withgraphicera #hotel #hospitalitymanagement #cbse #students #hotelindustry #graphicera  #admissions2020 #uttarakhand #tourism #industry #quarantinetourism 
#webinarlive",Very helpful video thanks a lot sir for sharing the information with us and clearing most of our doubts... thankyou sir,2020-06-27T05:00:08Z,Anket Negi,1,1,5,0,54,978,9800
2KMY6rOzArw,AICTE | Prof. Sahasrabudhe Appreciation for Graphic Era Students | AICTE Internships Portal | GEU,"We're proud of our students Akash Pandey and Shivanshu Gupta BTech CS, GEU, for their significant contribution to the enhancement of digital education in the nation during their successful stint as interns at the prestigious AICTE. 
Here are a few words of appreciation from the esteemed Prof Anil D Sahasrabudhe, Chairman, AICTE.

Within a span of 2 months, the students helped develop TULIP, a portal for fresh graduates of the nation, to seek internships after their graduation. 

Congratulations to both the students!",Kudos,2020-06-05T03:50:16Z,Ritika Majila,1,2,5,0,94,1669,9800
ZQmdXyK62y4,Djikstra Algorithm vs Bellman Ford Algorithm|Comparison|Prof. Kamal Ghanshala|Graphic Era University,"Finding the #shortest path between 2 nodes in a graph is one of the most crucial and popular questions asked across the globe. 

However, amongst the many algorithms that can be utilized to find the shortest route, we will now compare two important approaches - The #Dijkstra's Algorithm, and the #Bellman-Ford Algorithm. Let's understand the differences between the two algorithms, and the conditions in which each can most optimally be applied. 

This video lecture, by Prof. Kamal Ghanshala, Founder President, Graphic Era Group of Institutions, is another entry in the multiple lecture series of DataStructures and Algorithms. He has created a thoroughly enriching video lecture series on Data Structures and Advanced Data Structures and Algorithms, with the goal of breaking down the most complex of #graph #shortestpath and #traversal problems and making them look simple.

With over 2 decades of unparalleled teaching experience, sir, a professor of Computer Science with unmatched excellence has taken the initiative of continuing his Academic Cycle by delivering quality lectures for his students, despite the COVID-19 pandemic via video lectures and online sessions. 

For more such videos on #DataStructures  #AdvancedDataStructures please visit the playlist below: https://www.youtube.com/playlist?list=PLNqfpBj18rUbxhl2vGXnk_kjosgVLBdMq",It's very understandable comparison.,2020-05-22T15:43:53Z,Abhinav Kumar,2,17,9,0,113,6222,9800
xQnnM_EbWFw,"Birthday Wishes for Prof. LMS Palni by Prof. Kamal Ghanshala, Founder President, Graphic Era","Happy Birthday to Dr LMS Palni, Ex Vice Chancellor, Graphic Era! 

Dr Palni, is a great mentor who has enabled the falicitation of empowerment and overall success in the lives of all his students through his teaching and guidance. 

His exceptional experience, supremely distinguished academic profile and incomparable wisdom is a priceless gift to the Graphic Era family. 

A true source of inspiration for students and academicians around the world, Dr Palni has an unparalled expertise on BioTechnology, and his knowledge and research in the divisions of Plant Tissue Culture, Biodiversity, and Plant Growth Substances is par excellence. His accomplishments are truly inspirational and we hope to see him continue to strive for the greatest for life.  

Here's wishing him a magnificent birthday and a wonderful life ahead!",It's very understandable comparison.,2020-05-22T11:57:57Z,Abhinav Kumar,2,0,4,0,47,659,9800
ZCodT53pdFo,Bellman Ford Algorithm | Shortest Path | Dynamic Programming | Prof. Kamal Ghanshala | Graphic Era,"Understanding Bellman Ford's Algorithm - Finding the #shortestpath in a graph

Here's a thoroughly informational lecture on the working and the application of #Bellman Ford #algorithm with effective examples and simple explanation. Learn the difference between Bellman Ford Algorithm and #Dijkstra's Algorithm to understand which is to be used to find the shortest path from the source node to all other nodes under various circumstances in a weighted graph. 

This video lecture, by Prof. Kamal Ghanshala, Founder President, Graphic Era Group of Institutions, is another entry in the multiple lecture series of DataStructures and Algorithms. He has created a thoroughly enriching video lecture series on Data Structures and Advanced Data Structures and Algorithms, with the goal of breaking down the most complex of #graph #shortestpath and #traversal problems and making them look simple.

With over 2 decades of unparalleled teaching experience, sir, a professor of Computer Science with unmatched excellence has taken the initiative of continuing his Academic Cycle by delivering quality lectures for his students, despite the COVID-19 pandemic via video lectures and online sessions. 

For more such videos on #DataStructures  #AdvancedDataStructures please visit the playlist below:
https://www.youtube.com/playlist?list=PLNqfpBj18rUbxhl2vGXnk_kjosgVLBdMq","Name: AYTIJHA CHAKRABORTY
Student ID: 19011511
BTech (Sem 3)
Section K",2020-05-19T02:21:21Z,Aytijha Chakraborty,0,57,6,0,167,2891,9800
oCeKSqsWQ58,Face Mask Bulk Production | Department of Fashion Design | Graphic Era Hill University | Covid-19,"True beauty does not just lie in the products that we buy. We must know the story of those products. We must know if the product brings happiness and quality into the lives of its makers. 

We feel immensely proud to announce that the Department of Fashion Designing, Graphic Era Hill University, has taken the initiative of meeting the shortage of protective face masks amongst those at the frontline of the COVID-19 Global Epidemic.

The department has created a Double-Layered, washable, and reusable Khadi fabric mask that provides adequate protection to the Corona Warriors, also indirectly provides livelihood and sustenance to handloom weavers, and lastly acts as an income generation opportunity for unemployed women with the skill of sewing. 

The mask has been patterned, cut, sewn, and sterilized by the department of Fashion Design, GEHU, and has been disinfected and packaged under UV light in a Laminar Airflow Chamber from the Department of Pharma. The masks have been handed over to the Police Department of Uttarakhand.  

With hope, faith, love, and compassion, the ANY epidemic can be defeated. Let's all join hands to create a healthy, corona-free world.",Wooow nice video watching you from Dubai,2020-05-12T06:32:51Z,Bridget Babe,0,1,3,0,66,850,9800
I6u2q_291tU,Binary Search Tree (BST) - Deletion in less than 4 mins | Prof. Kamal Ghanshala | Graphic Era,"Understanding Binary Search Tree (BST): Deletion in less than 4 minutes! 

Binary Search Tree #BST, #DataStructures, #Algorithm in a swift video with clear instructions on how to delete a particular node from a BST, with simple instructions and easy pictorial representation. A one of a kind video lecture, as there is no other video on Youtube that covers the deletion of a node from a BST in under 4 minutes. 

Understand the implementation of BST, its utility in the practical world, and how it helps solve great problems while tackling different algorithms in great detail in the full lecture on Binary Search Tree (BST) on the link below:
https://youtu.be/CIYpfvubI9g

This video lecture, by Prof. Kamal Ghanshala, Founder President, Graphic Era Group of Institutions, is another entry in the multiple lecture series of DataStructures and Algorithms. He has created a thoroughly enriching video lecture series on Data Structures and Advanced Data Structures and Algorithms, with the goal of breaking down the most complex of #search problems and making them look simple.

With over 2 decades of unparalleled teaching experience, sir, a professor of Computer Science with unmatched excellence has taken the initiative of continuing his Academic Cycle by delivering quality lectures for his students, despite the COVID-19 pandemic via video lectures and online sessions.

For more such videos on #DataStructures  #AdvancedDataStructures, please visit the playlist below:
https://www.youtube.com/playlist?list=PLNqfpBj18rUbxhl2vGXnk_kjosgVLBdMq","Name:- Tejasvi Gupta
Section:-G(Gehu)
Roll No.:- 42",2020-05-11T16:28:43Z,TEJASVI GUPTA,0,172,8,0,199,10074,9800
81aJt05gOCk,Binary Search Tree (BST) Creation in 4 minutes | Prof. Kamal Ghanshala | Graphic Era University,"Binary Search Tree (BST) Creation in 4 Minutes : Binary Search Tree  #BST, #DataStructures, #Algorithm creation in a swift video with clear instructions on how to create a BST. 

Learn the creation of a Binary Search Tree with simple instructions and easy pictorial representation. This is a one of a kind video lecture, as there is no other video on Youtube that covers the creation of a BST in under 4 minutes. 

Understand the implementation of BST, its utility in the practical world, and how it helps solve great problems while tackling different algorithms in great detail in the full lecture on Binary Search Tree ( BST ) on the link below:
https://youtu.be/CIYpfvubI9g

This video lecture, by Prof. Kamal Ghanshala, Founder President, Graphic Era Group of Institutions, is another entry in the multiple lecture series of #AdvancedDataStructures and #Algorithms. He has created a thoroughly enriching video lecture series on Data Structures and Advanced Data Structures and Algorithms, with the goal of breaking down the most complex problems related to #Trees, #Traversal, #Algorithms and Advanced Data Structures moving on to #DynamicProgramming and making them look simple. With over 2 decades of unparalleled teaching experience, Sir, a professor of Computer Science with unmatched excellence has taken the initiative of continuing his Academic Cycle by delivering quality lectures for his students, despite the COVID-19 pandemic via video lectures and online sessions. For more such videos on #DataStructures #AdvancedDataStructures, #GraphTraversal please visit the playlist below.
https://www.youtube.com/playlist?list=PLNqfpBj18rUbxhl2vGXnk_kjosgVLBdMq","Name-Akhil Rana
Sec-C
Roll no-1918173",2020-05-10T10:34:39Z,Akhil Rana,0,565,9,0,288,8091,9800
CIYpfvubI9g,Binary Search Tree (BST) Fundamentals Explained | Prof. Kamal Ghanshala | Graphic Era University,"Binary Search Tree (BST) Explained in Detail : Binary Search Tree  #BST, #DataStructures, #Algorithm covered in complete detail. 
Learn the creation, insertion and the applications of a Binary Search Tree with simple instructions and easy pictorial representation. Understand the implementation of BST, its utility in the practical world, and how it helps solve great problems while tackling different algorithms. This video lecture, by Prof. Kamal Ghanshala, Founder President, Graphic Era Group of Institutions, is another entry in the multiple lecture series of #AdvancedDataStructures and #Algorithms. He has created a thoroughly enriching video lecture series on Data Structures and Advanced Data Structures and Algorithms, with the goal of breaking down the most complex problems related to #Trees, #Traversal, #Algorithms and Advanced Data Structures moving on to #DynamicProgramming and making them look simple. With over 2 decades of unparalleled teaching experience, Sir, a professor of Computer Science with unmatched excellence has taken the initiative of continuing his Academic Cycle by delivering quality lectures for his students, despite the COVID-19 pandemic via video lectures and online sessions. For more such videos on #DataStructures #AdvancedDataStructures, #GraphTraversal please visit the playlist below:
https://www.youtube.com/playlist?list=PLNqfpBj18rUbxhl2vGXnk_kjosgVLBdMq","Name - Aman Malik
Roll no - 11
Section - E
C.S.E(core)",2020-05-10T10:33:42Z,Aman Malik,0,648,13,0,316,4746,9800
